BPM,KEY,METER,VOCAL GENDER,VOCAL PRESENCE,main_genres,sub_genres,FREE GENRES,simple_moods,moods,character ,MOVEMENT ,VALENCE,AROUSAL,ENERGY LEVEL,EMOTIONAL PROFILE,ENERGY DYNAMICS,EMOTIONAL DYNAMICS,INSTRUMENTS ,INSTRUMENTS PRESENCE,BRAND VALUES ,AUGMENTED KEYWORDS,"AUTO-DESCRIPTION
*(needs to be booked separately)",MUSICAL ERA,"LYRIC TAGS
*(needs to be booked separately)","LYRIC EXPLICITNESS
*(needs to be booked separately)",LYRIC AI TRANSCRIPT,VOICE OVER,"MOST SIGNIFICANT PART
(The most striking part of the song)"
,,,,,,,Spiritual Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Spiritual Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Spirituals,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Springfield Mo Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Spytrack,,,,,,,,,,,,,,,,,,,,,
,,,,,,,St Louis Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,St Petersburg Fl Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Staff Band,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Starogradska,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stateside DnB,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Steampunk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Steel Guitar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Steelpan,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stl Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stockholm Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stomp And Flutter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stomp And Holler,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stomp And Whittle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stomp Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stoner Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stoner Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Straight Edge,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Straight-Ahead Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Streektaal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Street Band,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Street Punk Espanol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Streichquartett,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stride,,,,,,,,,,,,,,,,,,,,,
,,,,,,,String Band,,,,,,,,,,,,,,,,,,,,,
,,,,,,,String Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,String Orchestra,,,,,,,,,,,,,,,,,,,,,
,,,,,,,String Quartet,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Strut,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Study Beats,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Stuttgart Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Substep,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sudanese Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sudanese Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sufi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sung Poetry,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sungura,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sunnlensk Tonlist,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sunshine Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Suomi Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Suomirap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Super Eurobeat,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Super Sentai,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Supergroup,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Surabaya Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Surf Music,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Surf Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Surinamese Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Surinamese Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Svensk Lovsang,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Svensk Progg,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swahili Gospel,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swamp Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swamp Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swamp Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swancore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swansea Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swazi Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Alternative Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Americana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Black Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Choir,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Classical,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Contemporary Classical,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Country,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Dancehall,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Doom Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Drill,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Electronic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Electropop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Emo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Eurodance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Experimental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Fiddle,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Folk Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Gangsta Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Garage Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Hard Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Hardcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Heavy Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Idol Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Indie Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Indie Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Indie Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Melodeath,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Melodic Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Metalcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Pop Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Pop Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Post-Hardcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Post-Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Power Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Prog,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Progressive Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Psychedelic Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Reggae,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Rock-And-Roll,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Rockabilly,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Singer-Songwriter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Soul,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Stoner Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Synth,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Synthpop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Trap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Trap Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Tropical House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swedish Underground Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swing,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swing Italiano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swing Revival,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Alternative Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Black Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Classical Piano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Country,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Experimental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Indie Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Jazz,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Reggae,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Singer-Songwriter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Trap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Swiss Worship,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Sydney Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symfonicky Orchestr,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symphonic Black Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symphonic Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symphonic Deathcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symphonic Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symphonic Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symphonic Power Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Symphonic Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Synth Funk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Synth Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Synthesizer,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Synthetic Classical,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Synthpop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Synthwave,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Synthwave Brasileiro,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Syrian Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Syrian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Szanty,,,,,,,,,,,,,,,,,,,,,
,,,,,,,T-Pop Girl Group,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tabla,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tagalog Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tagalog Worship,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Campus Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Classical Performance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Electronic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Idol Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Instrumental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Post-Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwan Singer-Songwriter,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwanese Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwanese Indigenous,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taiwanese Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tajik Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Talent Show,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Talentkonkurranse,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Talentos Brasileiros,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tallava,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamaulipas Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamaulipas Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamazight,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamborazo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamil Devotional,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamil Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamil Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamil Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tamil Worship,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tampa Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tango,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tango Cancion,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tanzanian Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tanzanian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tanzlmusi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tanzorchester,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tape Club,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Taraneem,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tassie Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tatar Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tavern,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tech House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tech Trance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Black Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Brutal Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Deathcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Grindcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Groove Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Melodic Death Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Technical Thrash,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Techno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Techno Argentina,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Techno Kayo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Techno Rave,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tecnobanda,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tecnobrega,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Teen Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tejano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tekk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tekno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telugu Devotional,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telugu Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telugu Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Telugu Worship,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tempe Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tennessee Experimental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tennessee Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tennessee Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Terrorcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tex-Mex,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Texas Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Texas Country,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Texas Hardcore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Texas Latin Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Texas Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Texas Pop Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Texas Punk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Folk Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Folk Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Hip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Idol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Indie Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Indie Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Instrumental,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Pop Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Teen Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Trap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Viral Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thai Worship,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thall,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Theme,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Therapy,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Theremin,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thrash Core,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thrash Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Thrash-Groove Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Throat Singing,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tibetan Mantra,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tibetan Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tibetan Traditional,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tierra Caliente,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tijuana Electronic,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tijuana Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Timba,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tin Pan Alley,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tipico,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Togolese Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tolkien Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tollywood,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tololoche,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tone,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Torch Song,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Toronto Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Toronto Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Touhou,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Touken Ranbu,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trad Quebecois,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Bluegrass,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Blues,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional British Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Country,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional English Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Funk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Scottish Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Ska,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Soul,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traditional Southern Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trance,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trance Brasileiro,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trance Mexicano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trancecore,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Transpop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Antillais,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Argentino,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Baiano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Beats,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Boricua,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Brasileiro,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Carioca,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Catala,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Chileno,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Colombiano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Cristao,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Cristiano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Dominicano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Funk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Italiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Kreyol,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Latino,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Metal Italiana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Mexicano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Peruano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Pesado,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Queen,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Soul,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Triste,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Tuga,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trap Venezolano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traphall,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Traprun,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trash Rock,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Triangle Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tribal House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trikiti,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trinibad,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trinidadian Reggae,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trio Batak,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trio Cubano,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trio Huasteco,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trip Hop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trival,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trondersk Musikk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trondheim Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tropical,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tropical Alternativo,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tropical House,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tropical Tecladista,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tropicalia,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trot,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trova,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Trova Mexicana,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Truck-Driving Country,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tuareg Guitar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tucson Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tulsa Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tunantada,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Tunisian Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turbo Folk,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turin Indie,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turk Sanat Muzigi,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkce Drill,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkce Kadin Rap,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkce Remix,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkce Slow Sarkilar,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkce Trap Metal,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkish Alt Pop,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkish Alternative,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Turkish Alternative Rock,,,,,,,,,,,,,,,,,,,,,
